cart_id,item_id,time,quantity
136,41,2021-02-03 21:41:57,3
136,7,2021-02-04 01:12:22,1
136,35,2021-02-06 18:04:15,3
137,19,2021-02-04 12:04:41,5
137,10,2021-02-07 08:32:41,3
137,17,2021-02-05 11:29:52,1
138,7,2021-02-05 23:42:58,1
138,18,2021-02-04 23:39:52,1
139,13,2021-02-02 11:10:54,2
140,42,2021-02-06 16:02:57,1
140,20,2021-02-04 05:20:13,4
140,30,2021-02-01 16:12:59,1
140,43,2021-02-09 08:57:01,3
140,19,2021-02-06 00:25:00,5
140,5,2021-02-08 06:04:37,2
140,45,2021-02-04 04:09:28,2
141,3,2021-02-04 11:25:55,2
141,29,2021-02-01 03:12:32,1
141,32,2021-02-02 05:39:52,3
141,7,2021-02-02 05:58:27,1
141,40,2021-02-04 09:12:55,4
141,19,2021-02-01 17:39:34,5
141,23,2021-02-03 22:34:03,4
142,13,2021-02-04 14:43:50,5
142,33,2021-02-02 05:26:19,3
142,5,2021-02-01 05:37:56,2
143,49,2021-02-01 21:06:09,1
143,16,2021-02-05 13:57:31,4
143,35,2021-02-03 23:22:01,4
144,34,2021-02-01 16:27:55,2
144,7,2021-02-05 05:00:23,5
144,20,2021-02-03 00:39:49,1
144,11,2021-02-09 13:34:31,1
144,36,2021-02-05 22:03:00,5
144,43,2021-02-01 21:58:19,3
144,38,2021-02-03 05:42:38,1
145,45,2021-02-07 06:24:10,2
146,48,2021-02-08 20:40:35,2
146,11,2021-02-05 13:21:37,4
146,28,2021-02-05 00:39:33,4
146,45,2021-02-07 13:05:51,1
146,38,2021-02-06 01:58:11,5
146,14,2021-02-07 02:37:20,4
146,39,2021-02-09 12:40:43,4
147,26,2021-02-01 12:21:26,3
147,10,2021-02-06 04:35:01,1
147,49,2021-02-09 13:54:04,5
147,3,2021-02-07 22:27:00,5
147,25,2021-02-01 20:23:40,3
147,6,2021-02-04 19:34:38,5
147,7,2021-02-01 09:38:00,3
147,24,2021-02-05 04:26:27,3
147,44,2021-02-05 00:34:54,2
147,8,2021-02-08 18:06:43,2
148,6,2021-02-08 05:11:18,2
148,31,2021-02-05 02:45:09,3
148,26,2021-02-09 20:36:49,2
148,34,2021-02-03 09:31:32,1
148,33,2021-02-06 15:54:59,5
149,15,2021-02-03 05:49:05,5
149,23,2021-02-06 22:26:55,3
149,27,2021-02-05 02:36:56,3
149,29,2021-02-06 19:51:20,2
150,25,2021-02-09 15:22:08,2
150,21,2021-02-08 02:27:33,1
150,1,2021-02-08 02:52:25,3
150,32,2021-02-06 08:42:35,2
150,19,2021-02-01 06:43:14,1
150,40,2021-02-05 12:52:57,3
150,4,2021-02-07 16:51:45,1
150,39,2021-02-04 07:50:24,4
150,43,2021-02-03 22:31:03,4
150,45,2021-02-09 04:21:51,2
151,24,2021-02-01 13:25:15,5
151,37,2021-02-05 20:32:23,2
151,16,2021-02-08 22:48:21,3
151,42,2021-02-01 06:08:08,2
151,9,2021-02-07 11:39:45,4
151,31,2021-02-04 18:59:14,3
151,49,2021-02-02 20:06:36,5
151,5,2021-02-05 00:48:04,2
151,20,2021-02-06 20:07:11,2
151,25,2021-02-06 04:41:11,5
152,43,2021-02-01 05:10:32,1
152,26,2021-02-06 09:22:13,4
152,47,2021-02-02 00:28:38,4
152,15,2021-02-03 07:05:33,1
152,41,2021-02-08 01:03:48,2
152,3,2021-02-03 09:07:53,4
152,17,2021-02-08 10:57:20,4
153,27,2021-02-08 15:15:19,4
154,3,2021-02-09 04:55:07,4
154,35,2021-02-03 14:35:52,2
154,30,2021-02-02 04:51:20,1
154,34,2021-02-04 13:36:53,3
155,9,2021-02-02 23:39:15,2
155,47,2021-02-08 16:50:37,3
155,24,2021-02-06 08:09:00,2
155,14,2021-02-05 18:06:53,2
155,46,2021-02-06 05:45:09,2
155,10,2021-02-08 16:45:20,2
155,42,2021-02-06 10:46:11,3
156,28,2021-02-05 22:57:36,3
157,3,2021-02-03 23:27:37,2
157,41,2021-02-08 08:19:40,1
157,29,2021-02-01 19:33:42,3
157,16,2021-02-04 18:01:01,1
157,23,2021-02-05 14:41:42,5
157,19,2021-02-02 06:11:57,2
157,14,2021-02-08 09:00:39,5
157,7,2021-02-06 04:09:44,1
157,49,2021-02-06 08:33:00,5
157,34,2021-02-05 23:25:09,4
158,30,2021-02-01 12:28:32,3
158,11,2021-02-02 22:37:50,1
158,14,2021-02-04 02:42:39,4
158,25,2021-02-09 19:31:42,5
158,13,2021-02-06 04:38:53,2
158,34,2021-02-04 06:00:22,4
158,42,2021-02-07 18:53:20,2
159,33,2021-02-04 13:57:41,3
159,18,2021-02-02 22:04:09,4
160,34,2021-02-03 05:58:05,4
160,24,2021-02-07 12:15:51,2
160,32,2021-02-07 23:08:31,5
161,12,2021-02-07 04:19:59,4
161,33,2021-02-07 13:26:15,4
161,21,2021-02-05 12:04:35,3
161,44,2021-02-06 10:03:19,5
161,10,2021-02-06 20:38:16,2
161,11,2021-02-09 21:39:30,2
161,40,2021-02-04 17:00:26,1
161,16,2021-02-07 19:13:08,2
161,20,2021-02-02 15:43:13,4
162,16,2021-02-08 05:13:50,1
162,21,2021-02-05 00:31:59,3
162,34,2021-02-05 19:56:34,3
162,3,2021-02-03 13:47:09,5
162,40,2021-02-09 02:38:52,4
162,35,2021-02-01 01:36:58,1
162,8,2021-02-06 04:47:09,1
162,24,2021-02-01 00:11:50,4
162,5,2021-02-01 16:51:04,4
163,46,2021-02-09 11:47:13,1
163,50,2021-02-08 07:06:31,4
164,17,2021-02-07 14:20:14,2
164,25,2021-02-02 20:08:46,5
164,48,2021-02-08 18:42:17,1
164,43,2021-02-05 17:28:07,5
164,11,2021-02-06 13:21:30,2
164,38,2021-02-05 20:32:11,3
164,13,2021-02-05 22:45:44,4
164,10,2021-02-04 23:45:33,1
164,22,2021-02-09 09:53:24,1
165,36,2021-02-06 08:08:05,5
165,9,2021-02-01 12:08:25,2
166,7,2021-02-06 08:16:41,2
166,44,2021-02-01 14:07:30,5
166,28,2021-02-03 12:58:27,5
167,3,2021-02-02 23:46:24,2
167,33,2021-02-07 15:37:23,4
167,17,2021-02-05 02:18:26,4
167,1,2021-02-03 15:07:23,4
167,49,2021-02-06 23:34:05,3
168,11,2021-02-01 13:16:52,4
168,29,2021-02-02 05:52:23,1
168,22,2021-02-06 02:07:20,5
168,25,2021-02-07 23:09:51,3
168,15,2021-02-07 01:54:04,4
168,7,2021-02-08 03:25:49,1
168,28,2021-02-04 16:57:33,4
169,29,2021-02-01 15:20:11,4
169,49,2021-02-05 02:22:57,3
170,35,2021-02-09 11:46:45,2
170,29,2021-02-01 23:54:06,2
170,41,2021-02-04 02:09:02,4
170,26,2021-02-02 16:00:13,4
170,45,2021-02-07 12:14:54,3
171,40,2021-02-04 09:14:24,4
172,35,2021-02-04 20:46:10,4
172,43,2021-02-03 22:34:28,4
172,31,2021-02-07 05:05:47,5
172,12,2021-02-01 22:07:23,3
172,5,2021-02-05 16:19:58,1
172,20,2021-02-09 16:44:19,1
173,18,2021-02-02 12:06:14,4
173,20,2021-02-04 10:43:01,1
173,30,2021-02-06 11:01:06,5
173,3,2021-02-07 12:41:15,3
173,43,2021-02-04 01:17:28,3
173,44,2021-02-05 10:48:39,4
173,39,2021-02-09 18:12:00,2
173,4,2021-02-05 14:23:53,2
174,12,2021-02-02 09:57:22,4
174,34,2021-02-08 19:55:16,1
174,44,2021-02-09 20:08:12,1
174,31,2021-02-01 06:10:13,2
175,49,2021-02-04 00:13:58,3
175,19,2021-02-05 19:08:30,1
175,13,2021-02-03 18:38:24,2
175,50,2021-02-07 12:19:27,1
175,41,2021-02-04 16:44:18,4
175,15,2021-02-04 23:44:22,3
175,24,2021-02-02 06:37:18,2
175,23,2021-02-05 12:26:43,2
175,44,2021-02-02 12:15:28,3
175,10,2021-02-05 11:29:10,2
176,6,2021-02-01 15:04:48,2
176,40,2021-02-08 07:43:14,4
176,4,2021-02-04 03:19:36,5
177,3,2021-02-02 08:48:59,2
177,10,2021-02-03 00:58:39,3
178,2,2021-02-04 02:29:48,5
178,1,2021-02-01 07:59:48,5
178,17,2021-02-06 10:20:57,3
178,6,2021-02-09 22:45:24,4
178,11,2021-02-08 12:33:28,5
179,16,2021-02-07 18:34:17,3
179,39,2021-02-04 12:12:17,4
180,35,2021-02-07 23:34:17,5
180,8,2021-02-03 10:46:05,3
180,47,2021-02-07 12:46:32,4
180,21,2021-02-08 05:01:01,3
180,38,2021-02-02 03:16:02,4
180,46,2021-02-06 03:20:28,1
180,22,2021-02-07 14:57:47,2
181,33,2021-02-04 01:51:14,2
181,36,2021-02-02 07:49:19,5
181,44,2021-02-09 06:43:51,3
181,15,2021-02-05 05:37:24,5
181,20,2021-02-08 20:28:44,3
181,48,2021-02-02 07:19:27,5
182,40,2021-02-05 22:23:17,4
182,37,2021-02-06 15:19:08,5
182,29,2021-02-04 12:35:39,3
182,9,2021-02-04 04:23:52,3
182,43,2021-02-07 17:39:29,5
182,50,2021-02-08 01:57:54,2
182,22,2021-02-01 05:14:19,5
182,3,2021-02-06 03:09:38,2
182,14,2021-02-08 11:41:51,2
183,8,2021-02-03 03:34:00,2
184,19,2021-02-07 15:21:06,1
184,46,2021-02-09 13:27:45,3
184,49,2021-02-04 02:12:36,1
185,6,2021-02-07 13:50:53,3
186,37,2021-02-09 18:39:21,3
186,41,2021-02-07 23:39:06,5
186,23,2021-02-08 04:55:04,3
186,50,2021-02-04 16:29:25,4
186,21,2021-02-06 10:01:42,3
186,14,2021-02-05 18:09:55,2
186,28,2021-02-01 19:25:06,4
187,9,2021-02-04 18:41:28,3
187,45,2021-02-01 08:35:20,3
187,2,2021-02-05 04:11:42,4
188,16,2021-02-05 14:07:22,2
188,43,2021-02-09 11:33:29,2
188,29,2021-02-09 11:26:13,3
188,42,2021-02-07 21:07:05,4
188,9,2021-02-04 01:11:24,4
189,7,2021-02-04 02:20:22,3
189,38,2021-02-09 13:24:59,5
189,49,2021-02-02 02:52:24,3
189,23,2021-02-07 07:00:37,4
189,27,2021-02-01 13:30:33,4
189,40,2021-02-07 09:43:56,4
190,39,2021-02-06 00:17:01,5
190,35,2021-02-04 15:58:15,4
190,49,2021-02-08 05:19:34,3
190,10,2021-02-07 23:45:43,5
190,13,2021-02-01 11:31:33,3
191,13,2021-02-08 01:05:09,5
191,38,2021-02-05 18:39:20,1
191,27,2021-02-04 10:17:06,5
191,43,2021-02-02 06:18:52,4
191,32,2021-02-07 04:55:24,3
191,29,2021-02-04 16:45:02,1
191,3,2021-02-09 08:39:40,4
191,34,2021-02-09 05:55:02,1
192,18,2021-02-09 04:11:54,4
192,20,2021-02-07 20:27:40,1
192,30,2021-02-01 01:57:57,3
192,28,2021-02-03 06:51:24,2
192,50,2021-02-02 17:50:20,4
192,17,2021-02-05 17:52:41,3
192,36,2021-02-02 01:00:57,2
192,12,2021-02-08 01:33:51,5
193,16,2021-02-02 03:40:35,4
193,38,2021-02-06 06:36:28,4
193,34,2021-02-01 13:56:24,4
193,42,2021-02-03 22:38:07,1
193,3,2021-02-04 03:37:57,4
193,50,2021-02-07 15:21:03,2
193,24,2021-02-09 14:02:32,4
193,21,2021-02-02 22:29:18,4
194,9,2021-02-09 23:25:31,2
194,30,2021-02-04 14:06:06,3
194,47,2021-02-04 05:38:08,5
195,36,2021-02-09 01:35:20,1
195,38,2021-02-02 18:26:03,2
195,46,2021-02-05 16:45:54,4
196,29,2021-02-05 00:33:33,5
197,4,2021-02-04 03:32:27,2
197,32,2021-02-03 20:09:42,4
197,23,2021-02-08 18:06:54,1
197,13,2021-02-02 22:23:57,3
197,29,2021-02-08 21:48:30,5
197,46,2021-02-07 03:59:24,4
198,18,2021-02-04 19:18:31,3
198,39,2021-02-08 03:52:43,4
198,10,2021-02-02 06:55:20,4
198,37,2021-02-08 05:16:20,1
198,36,2021-02-01 08:34:30,5
198,17,2021-02-06 15:50:58,4
198,47,2021-02-01 17:51:29,3
198,15,2021-02-04 08:37:59,5
199,44,2021-02-03 00:04:38,3
199,31,2021-02-01 02:36:13,4
199,18,2021-02-02 17:19:53,2
199,12,2021-02-05 17:29:39,1
199,19,2021-02-02 11:33:39,1
199,16,2021-02-04 01:22:07,4
199,34,2021-02-03 10:59:32,1
199,2,2021-02-04 10:46:18,5
199,29,2021-02-01 12:25:43,2
200,25,2021-02-03 14:57:02,4
200,26,2021-02-01 21:57:55,5
200,13,2021-02-08 14:10:39,1
200,2,2021-02-04 19:15:50,1
201,34,2021-02-08 08:10:16,5
201,2,2021-02-05 14:13:41,1
201,1,2021-02-01 21:33:55,3
202,39,2021-02-09 06:59:15,2
202,41,2021-02-01 07:42:22,5
202,20,2021-02-02 09:14:09,2
202,26,2021-02-06 02:24:39,5
203,49,2021-02-08 07:17:02,2
203,45,2021-02-01 23:42:55,2
203,21,2021-02-06 06:06:12,3
203,29,2021-02-08 06:14:29,3
203,30,2021-02-06 15:08:21,5
203,39,2021-02-03 03:28:09,4
204,10,2021-02-08 11:39:26,5
204,9,2021-02-08 00:50:56,3
204,34,2021-02-08 07:59:46,2
204,18,2021-02-06 17:31:59,1
204,19,2021-02-02 03:25:37,3
205,50,2021-02-02 11:44:23,5
205,16,2021-02-01 01:02:11,4
205,14,2021-02-05 07:25:17,2
205,30,2021-02-01 22:45:37,5
205,8,2021-02-06 14:19:17,3
206,18,2021-02-01 18:25:38,1
206,32,2021-02-09 23:01:06,3
206,39,2021-02-08 18:48:16,2
206,13,2021-02-02 19:32:49,2
206,12,2021-02-07 16:13:00,2
206,37,2021-02-06 19:17:31,4
206,23,2021-02-09 15:36:46,2
206,24,2021-02-02 02:52:25,1
206,28,2021-02-08 02:54:53,4
207,17,2021-02-01 14:06:36,3
207,25,2021-02-08 00:12:30,5
208,14,2021-02-03 18:56:12,3
208,16,2021-02-04 06:25:18,1
208,9,2021-02-08 05:48:25,4
208,17,2021-02-03 21:12:02,4
208,39,2021-02-03 19:19:32,5
209,21,2021-02-08 05:17:46,1
209,5,2021-02-05 00:59:06,5
209,26,2021-02-01 05:24:11,3
209,25,2021-02-03 10:38:47,3
209,22,2021-02-03 06:47:42,1
209,1,2021-02-02 01:11:59,4
210,5,2021-02-03 10:12:05,4
210,7,2021-02-07 02:40:39,4
211,43,2021-02-08 10:40:42,2
211,20,2021-02-02 01:16:56,4
211,30,2021-02-01 19:23:42,5
211,36,2021-02-01 11:38:43,5
211,12,2021-02-04 16:45:57,1
211,15,2021-02-03 06:27:57,1
211,44,2021-02-09 04:26:58,5
211,22,2021-02-01 04:17:21,1
212,8,2021-02-06 06:46:16,2
212,43,2021-02-09 14:14:32,5
212,49,2021-02-01 11:36:44,2
212,27,2021-02-01 11:56:50,5
212,23,2021-02-05 17:56:01,5
213,16,2021-02-07 04:59:42,5
213,43,2021-02-02 15:26:42,3
213,45,2021-02-07 14:05:25,1
213,8,2021-02-05 20:45:40,2
213,3,2021-02-02 15:51:11,5
213,28,2021-02-09 14:45:47,1
214,9,2021-02-07 21:45:07,2
214,10,2021-02-04 11:29:12,2
214,37,2021-02-06 20:28:36,1
214,26,2021-02-03 16:24:31,1
214,6,2021-02-01 05:19:05,2
215,45,2021-02-09 03:10:57,4
215,9,2021-02-02 12:43:24,1
215,19,2021-02-08 07:26:11,2
215,17,2021-02-06 15:34:57,5
215,21,2021-02-09 19:23:53,4
215,8,2021-02-04 03:27:53,2
215,36,2021-02-04 09:31:52,4
216,28,2021-02-09 04:17:46,3
217,4,2021-02-03 21:58:55,5
217,28,2021-02-09 17:40:37,1
218,22,2021-02-09 09:42:23,5
218,32,2021-02-09 09:06:43,2
218,42,2021-02-06 09:12:51,5
218,24,2021-02-06 19:49:58,1
218,46,2021-02-08 19:52:11,1
219,35,2021-02-03 09:58:39,4
219,18,2021-02-06 07:07:36,4
219,4,2021-02-05 07:35:21,3
219,44,2021-02-06 03:31:17,4
219,9,2021-02-08 06:07:04,1
219,15,2021-02-01 13:14:33,5
219,23,2021-02-08 02:00:05,3
219,47,2021-02-07 13:54:26,1
219,1,2021-02-01 12:05:11,4
220,5,2021-02-09 18:23:41,1
220,10,2021-02-09 19:42:59,1
220,22,2021-02-07 03:36:18,2
221,21,2021-02-09 06:32:28,3
221,31,2021-02-04 22:38:02,5
221,4,2021-02-03 18:50:29,4
221,50,2021-02-04 20:35:08,5
221,24,2021-02-06 20:35:04,3
222,8,2021-02-04 14:29:22,3
222,4,2021-02-02 20:55:03,4
222,35,2021-02-01 22:03:29,4
222,9,2021-02-08 01:24:55,3
222,27,2021-02-07 18:05:35,4
222,13,2021-02-07 11:41:48,1
222,22,2021-02-03 16:05:31,3
223,40,2021-02-04 10:04:25,4
223,42,2021-02-01 21:45:29,1
223,5,2021-02-09 17:05:25,3
223,28,2021-02-01 15:20:49,2
224,37,2021-02-07 11:48:04,3
224,15,2021-02-08 13:59:52,3
224,48,2021-02-08 23:13:54,5
224,9,2021-02-07 12:15:52,1
224,17,2021-02-06 05:00:02,4
225,6,2021-02-06 21:22:42,5
226,26,2021-02-06 22:40:29,4
226,36,2021-02-08 13:27:30,1
226,23,2021-02-02 16:05:04,3
226,44,2021-02-06 08:15:09,4
226,12,2021-02-03 12:22:51,4
226,25,2021-02-04 22:38:58,5
227,3,2021-02-06 22:25:56,3
227,38,2021-02-06 15:58:41,4
227,9,2021-02-07 02:35:09,1
227,13,2021-02-09 16:05:37,4
227,47,2021-02-06 14:12:00,2
227,28,2021-02-06 09:46:34,2
227,10,2021-02-05 06:41:14,3
227,18,2021-02-09 16:48:36,3
227,48,2021-02-04 03:32:01,3
227,34,2021-02-05 11:57:57,1
228,36,2021-02-07 17:32:56,4
228,47,2021-02-01 21:04:09,3
228,35,2021-02-02 18:59:47,5
228,27,2021-02-02 07:35:56,5
228,23,2021-02-06 03:42:29,3
228,10,2021-02-01 04:43:37,3
228,31,2021-02-05 16:05:33,2
228,42,2021-02-07 00:29:30,3
229,14,2021-02-08 04:21:43,4
229,45,2021-02-05 13:26:47,4
229,26,2021-02-04 11:29:38,5
229,25,2021-02-06 08:51:51,3
229,33,2021-02-07 15:38:18,3
229,43,2021-02-04 22:38:08,3
229,15,2021-02-05 08:39:07,1
229,4,2021-02-02 09:52:50,2
229,21,2021-02-04 21:20:48,4
230,40,2021-02-03 13:03:57,3
230,38,2021-02-07 21:55:37,3
230,1,2021-02-01 02:33:09,4
230,19,2021-02-08 20:11:29,3
230,8,2021-02-07 06:46:32,5
230,23,2021-02-04 01:47:53,1
230,25,2021-02-08 01:33:21,4
230,36,2021-02-07 10:30:50,2
231,36,2021-02-04 06:29:45,3
231,18,2021-02-06 15:38:59,2
231,43,2021-02-03 01:19:34,3
231,4,2021-02-07 23:06:43,4
231,27,2021-02-02 15:47:29,3
231,16,2021-02-01 07:41:16,4
231,13,2021-02-06 01:10:51,4
232,27,2021-02-09 07:39:37,5
232,15,2021-02-03 00:43:05,2
232,16,2021-02-08 14:25:31,5
232,31,2021-02-07 14:35:39,5
232,9,2021-02-06 16:39:45,4
232,38,2021-02-03 16:54:28,3
233,31,2021-02-07 09:47:49,5
233,8,2021-02-06 08:10:36,3
234,6,2021-02-02 02:15:06,3
234,3,2021-02-07 20:35:58,1
234,15,2021-02-07 00:44:08,5
234,34,2021-02-05 20:22:01,2
234,38,2021-02-03 15:59:43,2
234,1,2021-02-09 17:08:44,3
234,10,2021-02-07 18:28:39,1
234,50,2021-02-03 08:01:35,5
235,14,2021-02-07 03:07:44,2
235,9,2021-02-05 11:10:34,5
235,24,2021-02-03 19:56:34,2
235,8,2021-02-04 08:38:04,4
235,11,2021-02-05 10:58:06,1
235,12,2021-02-05 07:55:09,4
235,4,2021-02-05 23:44:08,1
236,12,2021-02-08 20:04:55,4
236,32,2021-02-04 21:59:50,5
236,47,2021-02-05 14:42:23,4
236,35,2021-02-06 12:51:25,5
237,48,2021-02-01 11:28:40,2
237,7,2021-02-07 20:52:32,2
237,27,2021-02-02 01:18:26,3
237,47,2021-02-03 08:08:51,5
237,23,2021-02-01 09:09:35,4
237,26,2021-02-09 16:39:51,1
237,37,2021-02-01 22:35:21,1
237,40,2021-02-04 12:32:51,1
237,30,2021-02-09 17:50:55,5
238,35,2021-02-06 07:46:53,4
238,47,2021-02-03 14:50:06,4
238,2,2021-02-05 12:10:16,2
238,18,2021-02-07 22:06:20,2
238,27,2021-02-06 16:58:44,1
238,41,2021-02-07 06:42:18,4
238,32,2021-02-04 08:26:01,1
238,9,2021-02-03 21:40:45,2
238,36,2021-02-08 10:40:33,1
239,27,2021-02-02 12:20:10,1
239,38,2021-02-04 03:45:07,2
240,25,2021-02-01 15:49:50,2
240,1,2021-02-01 08:13:52,2
240,28,2021-02-01 19:55:09,3
240,33,2021-02-03 00:03:16,4
241,28,2021-02-05 12:16:08,4
241,36,2021-02-03 02:31:13,2
241,1,2021-02-05 03:23:46,5
241,50,2021-02-02 13:26:47,3
241,19,2021-02-06 16:46:27,2
241,45,2021-02-02 09:29:29,4
241,15,2021-02-02 04:35:49,3
241,48,2021-02-03 23:42:17,1
241,6,2021-02-04 07:28:29,4
241,3,2021-02-07 13:18:27,4
242,20,2021-02-09 09:11:13,1
242,13,2021-02-08 23:41:16,1
242,17,2021-02-04 23:48:06,4
242,28,2021-02-03 22:12:02,5
242,16,2021-02-09 13:17:23,1
242,45,2021-02-02 16:52:33,2
242,7,2021-02-04 01:10:57,5
242,38,2021-02-06 12:57:01,2
242,43,2021-02-04 15:31:31,4
242,42,2021-02-01 19:47:35,2
243,4,2021-02-06 05:12:38,1
243,41,2021-02-04 21:28:55,3
244,6,2021-02-04 23:43:09,2
244,43,2021-02-07 14:40:08,1
244,40,2021-02-07 14:38:40,3
244,30,2021-02-05 16:40:03,3
244,10,2021-02-03 07:52:18,3
244,7,2021-02-01 19:55:02,2
244,47,2021-02-06 01:58:35,1
244,12,2021-02-07 03:00:31,2
244,9,2021-02-07 20:25:47,3
245,15,2021-02-04 06:09:22,5
245,34,2021-02-07 12:00:55,2
245,26,2021-02-07 19:06:50,1
245,32,2021-02-01 21:07:44,1
245,49,2021-02-01 14:20:01,4
246,13,2021-02-04 22:34:48,1
246,27,2021-02-04 14:30:12,2
246,36,2021-02-01 05:13:17,2
246,39,2021-02-08 04:16:21,1
246,29,2021-02-04 03:46:40,3
246,37,2021-02-09 03:35:18,3
246,6,2021-02-09 21:27:59,1
246,18,2021-02-01 09:27:45,5
247,11,2021-02-04 02:19:40,5
247,30,2021-02-07 07:10:40,5
247,1,2021-02-06 07:03:43,5
247,49,2021-02-04 15:42:20,1
247,13,2021-02-01 09:46:33,3
247,45,2021-02-02 11:05:53,4
247,37,2021-02-01 07:18:12,4
247,15,2021-02-07 13:38:32,2
247,35,2021-02-02 22:06:50,5
247,18,2021-02-06 12:54:34,3
248,4,2021-02-04 06:03:15,3
248,20,2021-02-01 04:53:52,1
248,16,2021-02-07 07:18:55,1
248,1,2021-02-08 12:24:11,3
248,24,2021-02-03 12:19:40,5
248,47,2021-02-04 23:04:43,2
248,7,2021-02-05 09:28:04,4
248,17,2021-02-09 14:22:04,4
248,33,2021-02-05 05:59:18,3
248,25,2021-02-02 17:09:24,5
249,41,2021-02-01 23:57:25,5
249,45,2021-02-05 19:51:14,2
249,10,2021-02-06 20:23:33,1
250,37,2021-02-08 08:33:30,5
250,30,2021-02-02 21:46:32,4
250,6,2021-02-01 08:17:05,5
250,49,2021-02-05 15:58:10,2
250,11,2021-02-01 08:54:51,3
250,5,2021-02-06 15:10:12,4
250,16,2021-02-08 04:10:45,3
250,31,2021-02-02 13:39:04,3
250,7,2021-02-01 12:46:40,4
251,22,2021-02-01 00:15:18,2
251,8,2021-02-05 07:33:19,5
251,4,2021-02-03 11:56:44,3
251,37,2021-02-09 04:37:19,1
251,42,2021-02-06 01:17:05,2
251,10,2021-02-09 23:15:54,2
251,15,2021-02-03 14:06:57,5
252,21,2021-02-02 21:00:51,4
253,28,2021-02-09 16:24:22,3
253,17,2021-02-06 13:52:57,5
253,26,2021-02-05 05:24:26,4
253,19,2021-02-01 05:54:19,2
253,21,2021-02-05 08:05:56,5
253,20,2021-02-04 15:18:10,1
253,33,2021-02-09 13:48:20,4
253,34,2021-02-07 19:09:43,1
254,38,2021-02-03 07:47:48,4
254,29,2021-02-04 00:13:37,1
254,5,2021-02-09 18:34:35,1
254,2,2021-02-07 02:52:29,2
254,11,2021-02-01 12:36:39,4
254,26,2021-02-06 13:44:27,5
254,41,2021-02-09 23:47:55,1
254,24,2021-02-08 03:27:19,3
254,16,2021-02-03 21:16:11,3
255,43,2021-02-04 09:03:14,4
255,16,2021-02-09 10:04:51,5
255,48,2021-02-04 12:38:11,1
255,45,2021-02-05 15:40:07,1
255,30,2021-02-05 01:53:14,1
255,5,2021-02-02 22:57:00,5
256,19,2021-02-01 03:59:05,2
256,34,2021-02-05 19:18:34,4
256,40,2021-02-07 15:13:58,3
256,13,2021-02-05 16:59:31,2
256,12,2021-02-06 16:34:03,3
256,10,2021-02-03 14:52:05,1
256,22,2021-02-05 11:25:23,4
256,47,2021-02-05 19:15:10,2
257,32,2021-02-05 23:41:50,2
258,34,2021-02-04 05:40:49,5
258,50,2021-02-04 09:12:02,4
258,27,2021-02-03 21:21:25,2
258,21,2021-02-04 13:23:12,4
258,6,2021-02-07 09:44:34,2
258,44,2021-02-04 06:04:48,2
258,19,2021-02-02 10:53:35,5
258,46,2021-02-09 01:12:43,1
259,48,2021-02-09 15:48:58,3
259,6,2021-02-03 05:24:36,3
260,27,2021-02-07 20:56:36,2
260,2,2021-02-01 11:32:48,1
260,23,2021-02-03 14:42:42,4
261,19,2021-02-03 03:10:10,5
261,3,2021-02-05 10:46:16,4
261,46,2021-02-08 09:26:56,2
261,4,2021-02-06 10:41:36,1
261,45,2021-02-07 15:04:42,2
261,30,2021-02-01 06:17:08,4
261,5,2021-02-02 03:04:34,3
262,36,2021-02-03 07:24:54,2
262,35,2021-02-04 07:37:20,1
262,50,2021-02-09 20:22:43,4
262,21,2021-02-02 04:54:18,1
263,31,2021-02-03 05:32:13,2
263,3,2021-02-05 11:18:04,1
263,37,2021-02-09 23:42:47,4
264,13,2021-02-09 03:41:04,5
265,24,2021-02-04 09:22:44,5
265,17,2021-02-09 03:58:17,5
265,46,2021-02-08 02:58:55,2
265,5,2021-02-03 17:12:00,4
266,34,2021-02-05 18:42:27,2
266,1,2021-02-01 01:06:09,5
266,27,2021-02-09 15:59:12,4
266,42,2021-02-06 17:00:45,5
267,32,2021-02-06 19:35:25,4
267,17,2021-02-01 07:51:27,5
267,39,2021-02-04 05:00:37,3
267,46,2021-02-05 01:17:21,5
267,49,2021-02-04 01:31:56,2
267,10,2021-02-05 04:38:20,3
267,14,2021-02-06 03:49:37,2
268,22,2021-02-06 00:11:24,1
268,3,2021-02-07 20:02:54,5
268,33,2021-02-01 15:59:02,1
268,46,2021-02-05 03:17:23,5
268,47,2021-02-04 05:31:20,2
269,38,2021-02-01 02:30:12,2
269,2,2021-02-03 22:14:50,1
269,34,2021-02-08 20:56:33,5
269,31,2021-02-01 17:31:04,3
269,36,2021-02-08 01:40:25,4
269,15,2021-02-02 12:03:19,4
269,26,2021-02-08 09:45:40,1
270,31,2021-02-05 16:52:57,3
270,16,2021-02-01 02:10:23,1
270,30,2021-02-03 08:31:22,4
270,45,2021-02-02 01:37:46,3
270,8,2021-02-08 07:16:58,2
270,49,2021-02-08 22:23:20,4
271,27,2021-02-05 17:06:27,3
271,10,2021-02-03 17:40:20,2
271,48,2021-02-01 09:46:16,1
271,34,2021-02-06 09:25:10,5
271,38,2021-02-04 15:22:01,1
271,12,2021-02-08 03:56:29,3
271,26,2021-02-09 18:16:34,4
271,2,2021-02-03 09:13:42,3
271,16,2021-02-05 08:37:32,5
271,46,2021-02-04 14:36:04,3
